PartNumber	PartName	Nominal_size(ref)	Nominal_size(in)	t.p.i.	Pitch(in)	Threading(in)	Min_Thread(in)	Max_Unthread(in)	Length(ref)	L_length(in)	E_body_dia_max(in)	E_body_dia_min(in)	A_head_dia_max(in)	A_head_dia_min(in)	H_head_dia_max(in)	H_head_dia_min(in)	O_total_head_height_max(in)	O_total_head_height_min(in)	J_slot_width_max(in)	J_slot_width_min(in)	T_slot_depth_max(in)	T_slot_depth_min(in)	U_fillet_radius_max(in)	U_fillet_radius_min(in)	Material	Reference	Edition
ASME_B18.6.2_SCREW_3/4_x_1_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_3/4_x_1_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	3/4	0.75	10	0.1000	0.75	1.75	0.25	1      	1.0	0.75	0.742	1.0	0.976	0.5	0.466	0.612	0.566	0.149	0.131	0.283	0.223	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_3/4_x_1.125_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_3/4_x_1.125_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	3/4	0.75	10	0.1000	0.875	1.75	0.25	1  1/8 	1.125	0.75	0.742	1.0	0.976	0.5	0.466	0.612	0.566	0.149	0.131	0.283	0.223	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_3/4_x_1.25_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_3/4_x_1.25_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	3/4	0.75	10	0.1000	1.0	1.75	0.25	1  1/4 	1.25	0.75	0.742	1.0	0.976	0.5	0.466	0.612	0.566	0.149	0.131	0.283	0.223	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_3/4_x_1.375_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_3/4_x_1.375_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	3/4	0.75	10	0.1000	1.125	1.75	0.25	1  3/8 	1.375	0.75	0.742	1.0	0.976	0.5	0.466	0.612	0.566	0.149	0.131	0.283	0.223	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_3/4_x_1.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_3/4_x_1.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	3/4	0.75	10	0.1000	1.25	1.75	0.25	1  1/2 	1.5	0.75	0.742	1.0	0.976	0.5	0.466	0.612	0.566	0.149	0.131	0.283	0.223	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_3/4_x_1.75_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_3/4_x_1.75_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	3/4	0.75	10	0.1000	1.5	1.75	0.25	1  3/4 	1.75	0.75	0.742	1.0	0.976	0.5	0.466	0.612	0.566	0.149	0.131	0.283	0.223	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_3/4_x_2_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_3/4_x_2_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	3/4	0.75	10	0.1000	1.75	1.75	0.25	2      	2.0	0.75	0.742	1.0	0.976	0.5	0.466	0.612	0.566	0.149	0.131	0.283	0.223	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_3/4_x_2.25_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_3/4_x_2.25_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	3/4	0.75	10	0.1000	1.75	1.75	0.25	2  1/4 	2.25	0.75	0.742	1.0	0.976	0.5	0.466	0.612	0.566	0.149	0.131	0.283	0.223	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_3/4_x_2.75_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_3/4_x_2.75_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	3/4	0.75	10	0.1000	1.75	1.75	0.25	2  3/4 	2.75	0.75	0.742	1.0	0.976	0.5	0.466	0.612	0.566	0.149	0.131	0.283	0.223	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_3/4_x_3_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_3/4_x_3_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	3/4	0.75	10	0.1000	1.75	1.75	0.25	3      	3.0	0.75	0.742	1.0	0.976	0.5	0.466	0.612	0.566	0.149	0.131	0.283	0.223	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_3/4_x_3.25_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_3/4_x_3.25_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	3/4	0.75	10	0.1000	1.75	1.75	0.25	3  1/4 	3.25	0.75	0.742	1.0	0.976	0.5	0.466	0.612	0.566	0.149	0.131	0.283	0.223	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_3/4_x_3.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_3/4_x_3.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	3/4	0.75	10	0.1000	1.75	1.75	0.25	3  1/2 	3.5	0.75	0.742	1.0	0.976	0.5	0.466	0.612	0.566	0.149	0.131	0.283	0.223	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_3/4_x_3.75_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_3/4_x_3.75_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	3/4	0.75	10	0.1000	1.75	1.75	0.25	3  3/4 	3.75	0.75	0.742	1.0	0.976	0.5	0.466	0.612	0.566	0.149	0.131	0.283	0.223	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_3/4_x_4_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_3/4_x_4_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	3/4	0.75	10	0.1000	1.75	1.75	0.25	4      	4.0	0.75	0.742	1.0	0.976	0.5	0.466	0.612	0.566	0.149	0.131	0.283	0.223	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_3/4_x_4.25_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_3/4_x_4.25_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	3/4	0.75	10	0.1000	1.75	1.75	0.25	4  1/4 	4.25	0.75	0.742	1.0	0.976	0.5	0.466	0.612	0.566	0.149	0.131	0.283	0.223	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_3/4_x_4.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_3/4_x_4.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	3/4	0.75	10	0.1000	1.75	1.75	0.25	4  1/2 	4.5	0.75	0.742	1.0	0.976	0.5	0.466	0.612	0.566	0.149	0.131	0.283	0.223	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_3/4_x_4.75_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_3/4_x_4.75_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	3/4	0.75	10	0.1000	1.75	1.75	0.25	4  3/4 	4.75	0.75	0.742	1.0	0.976	0.5	0.466	0.612	0.566	0.149	0.131	0.283	0.223	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_3/4_x_5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_3/4_x_5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	3/4	0.75	10	0.1000	1.75	1.75	0.25	5      	5.0	0.75	0.742	1.0	0.976	0.5	0.466	0.612	0.566	0.149	0.131	0.283	0.223	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_3/4_x_5.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_3/4_x_5.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	3/4	0.75	10	0.1000	1.75	1.75	0.25	5  1/2 	5.5	0.75	0.742	1.0	0.976	0.5	0.466	0.612	0.566	0.149	0.131	0.283	0.223	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_3/4_x_6_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_3/4_x_6_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	3/4	0.75	10	0.1000	1.75	1.75	0.25	6      	6.0	0.75	0.742	1.0	0.976	0.5	0.466	0.612	0.566	0.149	0.131	0.283	0.223	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_7/8_x_0.75_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_7/8_x_0.75_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	0.472	2.0	0.278	  3/4 	0.75	0.875	0.866	1.125	1.098	0.594	0.556	0.72	0.668	0.167	0.147	0.334	0.264	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_7/8_x_0.875_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_7/8_x_0.875_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	0.597	2.0	0.278	  7/8 	0.875	0.875	0.866	1.125	1.098	0.594	0.556	0.72	0.668	0.167	0.147	0.334	0.264	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_7/8_x_1_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_7/8_x_1_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	0.722	2.0	0.278	1      	1.0	0.875	0.866	1.125	1.098	0.594	0.556	0.72	0.668	0.167	0.147	0.334	0.264	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_7/8_x_1.125_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_7/8_x_1.125_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	0.847	2.0	0.278	1  1/8 	1.125	0.875	0.866	1.125	1.098	0.594	0.556	0.72	0.668	0.167	0.147	0.334	0.264	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_7/8_x_1.25_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_7/8_x_1.25_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	0.972	2.0	0.278	1  1/4 	1.25	0.875	0.866	1.125	1.098	0.594	0.556	0.72	0.668	0.167	0.147	0.334	0.264	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_7/8_x_1.375_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_7/8_x_1.375_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	1.097	2.0	0.278	1  3/8 	1.375	0.875	0.866	1.125	1.098	0.594	0.556	0.72	0.668	0.167	0.147	0.334	0.264	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_7/8_x_1.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_7/8_x_1.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	1.222	2.0	0.278	1  1/2 	1.5	0.875	0.866	1.125	1.098	0.594	0.556	0.72	0.668	0.167	0.147	0.334	0.264	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_7/8_x_1.75_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_7/8_x_1.75_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	1.472	2.0	0.278	1  3/4 	1.75	0.875	0.866	1.125	1.098	0.594	0.556	0.72	0.668	0.167	0.147	0.334	0.264	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_7/8_x_2_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_7/8_x_2_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	1.722	2.0	0.278	2      	2.0	0.875	0.866	1.125	1.098	0.594	0.556	0.72	0.668	0.167	0.147	0.334	0.264	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_7/8_x_2.25_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_7/8_x_2.25_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	1.972	2.0	0.278	2  1/4 	2.25	0.875	0.866	1.125	1.098	0.594	0.556	0.72	0.668	0.167	0.147	0.334	0.264	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_7/8_x_2.75_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_7/8_x_2.75_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	2.0	2.0	0.278	2  3/4 	2.75	0.875	0.866	1.125	1.098	0.594	0.556	0.72	0.668	0.167	0.147	0.334	0.264	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_7/8_x_3_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_7/8_x_3_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	2.0	2.0	0.278	3      	3.0	0.875	0.866	1.125	1.098	0.594	0.556	0.72	0.668	0.167	0.147	0.334	0.264	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_7/8_x_3.25_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_7/8_x_3.25_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	2.0	2.0	0.278	3  1/4 	3.25	0.875	0.866	1.125	1.098	0.594	0.556	0.72	0.668	0.167	0.147	0.334	0.264	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_7/8_x_3.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_7/8_x_3.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	2.0	2.0	0.278	3  1/2 	3.5	0.875	0.866	1.125	1.098	0.594	0.556	0.72	0.668	0.167	0.147	0.334	0.264	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_7/8_x_3.75_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_7/8_x_3.75_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	2.0	2.0	0.278	3  3/4 	3.75	0.875	0.866	1.125	1.098	0.594	0.556	0.72	0.668	0.167	0.147	0.334	0.264	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_7/8_x_4_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_7/8_x_4_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	2.0	2.0	0.278	4      	4.0	0.875	0.866	1.125	1.098	0.594	0.556	0.72	0.668	0.167	0.147	0.334	0.264	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_7/8_x_4.25_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_7/8_x_4.25_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	2.0	2.0	0.278	4  1/4 	4.25	0.875	0.866	1.125	1.098	0.594	0.556	0.72	0.668	0.167	0.147	0.334	0.264	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_7/8_x_4.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_7/8_x_4.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	2.0	2.0	0.278	4  1/2 	4.5	0.875	0.866	1.125	1.098	0.594	0.556	0.72	0.668	0.167	0.147	0.334	0.264	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_7/8_x_4.75_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_7/8_x_4.75_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	2.0	2.0	0.278	4  3/4 	4.75	0.875	0.866	1.125	1.098	0.594	0.556	0.72	0.668	0.167	0.147	0.334	0.264	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_7/8_x_5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_7/8_x_5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	2.0	2.0	0.278	5      	5.0	0.875	0.866	1.125	1.098	0.594	0.556	0.72	0.668	0.167	0.147	0.334	0.264	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_7/8_x_5.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_7/8_x_5.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	2.0	2.0	0.278	5  1/2 	5.5	0.875	0.866	1.125	1.098	0.594	0.556	0.72	0.668	0.167	0.147	0.334	0.264	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_7/8_x_6_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_7/8_x_6_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	2.0	2.0	0.278	6      	6.0	0.875	0.866	1.125	1.098	0.594	0.556	0.72	0.668	0.167	0.147	0.334	0.264	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_7/8_x_6.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_7/8_x_6.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	2.0	2.0	0.278	6  1/2 	6.5	0.875	0.866	1.125	1.098	0.594	0.556	0.72	0.668	0.167	0.147	0.334	0.264	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_7/8_x_7_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_7/8_x_7_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	2.0	2.0	0.278	7      	7.0	0.875	0.866	1.125	1.098	0.594	0.556	0.72	0.668	0.167	0.147	0.334	0.264	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_7/8_x_7.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_7/8_x_7.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	2.0	2.0	0.278	7  1/2 	7.5	0.875	0.866	1.125	1.098	0.594	0.556	0.72	0.668	0.167	0.147	0.334	0.264	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_7/8_x_8_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_7/8_x_8_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	2.0	2.0	0.278	8      	8.0	0.875	0.866	1.125	1.098	0.594	0.556	0.72	0.668	0.167	0.147	0.334	0.264	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_7/8_x_8.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_7/8_x_8.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	2.0	2.0	0.278	8  1/2 	8.5	0.875	0.866	1.125	1.098	0.594	0.556	0.72	0.668	0.167	0.147	0.334	0.264	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_7/8_x_9_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_7/8_x_9_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	2.0	2.0	0.278	9      	9.0	0.875	0.866	1.125	1.098	0.594	0.556	0.72	0.668	0.167	0.147	0.334	0.264	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_7/8_x_9.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_7/8_x_9.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	2.0	2.0	0.278	9  1/2 	9.5	0.875	0.866	1.125	1.098	0.594	0.556	0.72	0.668	0.167	0.147	0.334	0.264	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_7/8_x_10_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_7/8_x_10_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	2.0	2.0	0.278	10      	10.0	0.875	0.866	1.125	1.098	0.594	0.556	0.72	0.668	0.167	0.147	0.334	0.264	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_1_x_0.875_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_1_x_0.875_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	1	1.0	8	0.1250	0.563	2.25	0.313	  7/8 	0.875	1.0	0.99	1.312	1.282	0.656	0.612	0.803	0.743	0.188	0.166	0.371	0.291	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_1_x_1_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_1_x_1_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	1	1.0	8	0.1250	0.688	2.25	0.313	1      	1.0	1.0	0.99	1.312	1.282	0.656	0.612	0.803	0.743	0.188	0.166	0.371	0.291	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_1_x_1.125_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_1_x_1.125_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	1	1.0	8	0.1250	0.813	2.25	0.313	1  1/8 	1.125	1.0	0.99	1.312	1.282	0.656	0.612	0.803	0.743	0.188	0.166	0.371	0.291	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_1_x_1.25_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_1_x_1.25_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	1	1.0	8	0.1250	0.938	2.25	0.313	1  1/4 	1.25	1.0	0.99	1.312	1.282	0.656	0.612	0.803	0.743	0.188	0.166	0.371	0.291	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_1_x_1.375_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_1_x_1.375_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	1	1.0	8	0.1250	1.063	2.25	0.313	1  3/8 	1.375	1.0	0.99	1.312	1.282	0.656	0.612	0.803	0.743	0.188	0.166	0.371	0.291	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_1_x_1.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_1_x_1.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	1	1.0	8	0.1250	1.188	2.25	0.313	1  1/2 	1.5	1.0	0.99	1.312	1.282	0.656	0.612	0.803	0.743	0.188	0.166	0.371	0.291	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_1_x_1.75_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_1_x_1.75_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	1	1.0	8	0.1250	1.438	2.25	0.313	1  3/4 	1.75	1.0	0.99	1.312	1.282	0.656	0.612	0.803	0.743	0.188	0.166	0.371	0.291	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_1_x_2_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_1_x_2_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	1	1.0	8	0.1250	1.688	2.25	0.313	2      	2.0	1.0	0.99	1.312	1.282	0.656	0.612	0.803	0.743	0.188	0.166	0.371	0.291	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_1_x_2.25_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_1_x_2.25_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	1	1.0	8	0.1250	1.938	2.25	0.313	2  1/4 	2.25	1.0	0.99	1.312	1.282	0.656	0.612	0.803	0.743	0.188	0.166	0.371	0.291	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_1_x_2.75_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_1_x_2.75_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	1	1.0	8	0.1250	2.25	2.25	0.313	2  3/4 	2.75	1.0	0.99	1.312	1.282	0.656	0.612	0.803	0.743	0.188	0.166	0.371	0.291	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_1_x_3_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_1_x_3_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	1	1.0	8	0.1250	2.25	2.25	0.313	3      	3.0	1.0	0.99	1.312	1.282	0.656	0.612	0.803	0.743	0.188	0.166	0.371	0.291	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_1_x_3.25_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_1_x_3.25_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	1	1.0	8	0.1250	2.25	2.25	0.313	3  1/4 	3.25	1.0	0.99	1.312	1.282	0.656	0.612	0.803	0.743	0.188	0.166	0.371	0.291	0.062	0.031	St	ASME B18.6.2	1998
