PartNumber	PartName	Designation	d_dia(mm)	p_pitch(mm)	threading(mm)	l_nom_length(mm)	l_max_length(mm)	k_max_head_depth(mm)	k1_head_edge_length(mm)	a_max(mm)	c_min(mm)	c_max(mm)	da_max(mm)	dw_min(mm)	e(mm)	r_min(mm)	s_nom_across_flats(mm)	Grade	Material	Reference	Edition
JIS B 1180 SCREW M56x110 GRADE B STEEL HEXAGON HEAD	JIS_B_1180_M56x110_GRADE_B_STEEL_HEX_HEAD_SCREW	M56	56.0	5.5	93.5	110.0	111.75	35.5	24.15	16.5	0.3	1.0	63.0	78.66	93.56	2.0	85.0	B	St	JIS B 1180	1994
JIS B 1180 SCREW M56x120 GRADE B STEEL HEXAGON HEAD	JIS_B_1180_M56x120_GRADE_B_STEEL_HEX_HEAD_SCREW	M56	56.0	5.5	103.5	120.0	121.75	35.5	24.15	16.5	0.3	1.0	63.0	78.66	93.56	2.0	85.0	B	St	JIS B 1180	1994
JIS B 1180 SCREW M56x130 GRADE B STEEL HEXAGON HEAD	JIS_B_1180_M56x130_GRADE_B_STEEL_HEX_HEAD_SCREW	M56	56.0	5.5	113.5	130.0	132.0	35.5	24.15	16.5	0.3	1.0	63.0	78.66	93.56	2.0	85.0	B	St	JIS B 1180	1994
JIS B 1180 SCREW M56x140 GRADE B STEEL HEXAGON HEAD	JIS_B_1180_M56x140_GRADE_B_STEEL_HEX_HEAD_SCREW	M56	56.0	5.5	123.5	140.0	142.0	35.5	24.15	16.5	0.3	1.0	63.0	78.66	93.56	2.0	85.0	B	St	JIS B 1180	1994
JIS B 1180 SCREW M56x150 GRADE B STEEL HEXAGON HEAD	JIS_B_1180_M56x150_GRADE_B_STEEL_HEX_HEAD_SCREW	M56	56.0	5.5	133.5	150.0	152.0	35.5	24.15	16.5	0.3	1.0	63.0	78.66	93.56	2.0	85.0	B	St	JIS B 1180	1994
JIS B 1180 SCREW M56x160 GRADE B STEEL HEXAGON HEAD	JIS_B_1180_M56x160_GRADE_B_STEEL_HEX_HEAD_SCREW	M56	56.0	5.5	143.5	160.0	162.0	35.5	24.15	16.5	0.3	1.0	63.0	78.66	93.56	2.0	85.0	B	St	JIS B 1180	1994
JIS B 1180 SCREW M56x180 GRADE B STEEL HEXAGON HEAD	JIS_B_1180_M56x180_GRADE_B_STEEL_HEX_HEAD_SCREW	M56	56.0	5.5	163.5	180.0	182.0	35.5	24.15	16.5	0.3	1.0	63.0	78.66	93.56	2.0	85.0	B	St	JIS B 1180	1994
JIS B 1180 SCREW M56x200 GRADE B STEEL HEXAGON HEAD	JIS_B_1180_M56x200_GRADE_B_STEEL_HEX_HEAD_SCREW	M56	56.0	5.5	183.5	200.0	202.3	35.5	24.15	16.5	0.3	1.0	63.0	78.66	93.56	2.0	85.0	B	St	JIS B 1180	1994
JIS B 1180 SCREW M56x220 GRADE B STEEL HEXAGON HEAD	JIS_B_1180_M56x220_GRADE_B_STEEL_HEX_HEAD_SCREW	M56	56.0	5.5	203.5	220.0	222.3	35.5	24.15	16.5	0.3	1.0	63.0	78.66	93.56	2.0	85.0	B	St	JIS B 1180	1994
JIS B 1180 SCREW M56x240 GRADE B STEEL HEXAGON HEAD	JIS_B_1180_M56x240_GRADE_B_STEEL_HEX_HEAD_SCREW	M56	56.0	5.5	223.5	240.0	242.3	35.5	24.15	16.5	0.3	1.0	63.0	78.66	93.56	2.0	85.0	B	St	JIS B 1180	1994
JIS B 1180 SCREW M56x260 GRADE B STEEL HEXAGON HEAD	JIS_B_1180_M56x260_GRADE_B_STEEL_HEX_HEAD_SCREW	M56	56.0	5.5	243.5	260.0	262.6	35.5	24.15	16.5	0.3	1.0	63.0	78.66	93.56	2.0	85.0	B	St	JIS B 1180	1994
JIS B 1180 SCREW M56x280 GRADE B STEEL HEXAGON HEAD	JIS_B_1180_M56x280_GRADE_B_STEEL_HEX_HEAD_SCREW	M56	56.0	5.5	263.5	280.0	282.6	35.5	24.15	16.5	0.3	1.0	63.0	78.66	93.56	2.0	85.0	B	St	JIS B 1180	1994
JIS B 1180 SCREW M56x300 GRADE B STEEL HEXAGON HEAD	JIS_B_1180_M56x300_GRADE_B_STEEL_HEX_HEAD_SCREW	M56	56.0	5.5	283.5	300.0	302.6	35.5	24.15	16.5	0.3	1.0	63.0	78.66	93.56	2.0	85.0	B	St	JIS B 1180	1994
JIS B 1180 SCREW M56x320 GRADE B STEEL HEXAGON HEAD	JIS_B_1180_M56x320_GRADE_B_STEEL_HEX_HEAD_SCREW	M56	56.0	5.5	303.5	320.0	322.85	35.5	24.15	16.5	0.3	1.0	63.0	78.66	93.56	2.0	85.0	B	St	JIS B 1180	1994
JIS B 1180 SCREW M56x340 GRADE B STEEL HEXAGON HEAD	JIS_B_1180_M56x340_GRADE_B_STEEL_HEX_HEAD_SCREW	M56	56.0	5.5	323.5	340.0	342.85	35.5	24.15	16.5	0.3	1.0	63.0	78.66	93.56	2.0	85.0	B	St	JIS B 1180	1994
JIS B 1180 SCREW M56x360 GRADE B STEEL HEXAGON HEAD	JIS_B_1180_M56x360_GRADE_B_STEEL_HEX_HEAD_SCREW	M56	56.0	5.5	343.5	360.0	362.85	35.5	24.15	16.5	0.3	1.0	63.0	78.66	93.56	2.0	85.0	B	St	JIS B 1180	1994
JIS B 1180 SCREW M56x380 GRADE B STEEL HEXAGON HEAD	JIS_B_1180_M56x380_GRADE_B_STEEL_HEX_HEAD_SCREW	M56	56.0	5.5	363.5	380.0	382.85	35.5	24.15	16.5	0.3	1.0	63.0	78.66	93.56	2.0	85.0	B	St	JIS B 1180	1994
JIS B 1180 SCREW M56x400 GRADE B STEEL HEXAGON HEAD	JIS_B_1180_M56x400_GRADE_B_STEEL_HEX_HEAD_SCREW	M56	56.0	5.5	383.5	400.0	402.85	35.5	24.15	16.5	0.3	1.0	63.0	78.66	93.56	2.0	85.0	B	St	JIS B 1180	1994
JIS B 1180 SCREW M56x420 GRADE B STEEL HEXAGON HEAD	JIS_B_1180_M56x420_GRADE_B_STEEL_HEX_HEAD_SCREW	M56	56.0	5.5	403.5	420.0	423.15	35.5	24.15	16.5	0.3	1.0	63.0	78.66	93.56	2.0	85.0	B	St	JIS B 1180	1994
JIS B 1180 SCREW M56x440 GRADE B STEEL HEXAGON HEAD	JIS_B_1180_M56x440_GRADE_B_STEEL_HEX_HEAD_SCREW	M56	56.0	5.5	423.5	440.0	443.15	35.5	24.15	16.5	0.3	1.0	63.0	78.66	93.56	2.0	85.0	B	St	JIS B 1180	1994
JIS B 1180 SCREW M56x460 GRADE B STEEL HEXAGON HEAD	JIS_B_1180_M56x460_GRADE_B_STEEL_HEX_HEAD_SCREW	M56	56.0	5.5	443.5	460.0	463.15	35.5	24.15	16.5	0.3	1.0	63.0	78.66	93.56	2.0	85.0	B	St	JIS B 1180	1994
JIS B 1180 SCREW M56x480 GRADE B STEEL HEXAGON HEAD	JIS_B_1180_M56x480_GRADE_B_STEEL_HEX_HEAD_SCREW	M56	56.0	5.5	463.5	480.0	483.15	35.5	24.15	16.5	0.3	1.0	63.0	78.66	93.56	2.0	85.0	B	St	JIS B 1180	1994
JIS B 1180 SCREW M56x500 GRADE B STEEL HEXAGON HEAD	JIS_B_1180_M56x500_GRADE_B_STEEL_HEX_HEAD_SCREW	M56	56.0	5.5	483.5	500.0	503.15	35.5	24.15	16.5	0.3	1.0	63.0	78.66	93.56	2.0	85.0	B	St	JIS B 1180	1994
JIS B 1180 SCREW M64x120 GRADE B STEEL HEXAGON HEAD	JIS_B_1180_M64x120_GRADE_B_STEEL_HEX_HEAD_SCREW	M64	64.0	6.0	102.0	120.0	121.75	40.5	27.65	18.0	0.3	1.0	71.0	88.16	104.86	2.0	95.0	B	St	JIS B 1180	1994
JIS B 1180 SCREW M64x130 GRADE B STEEL HEXAGON HEAD	JIS_B_1180_M64x130_GRADE_B_STEEL_HEX_HEAD_SCREW	M64	64.0	6.0	112.0	130.0	132.0	40.5	27.65	18.0	0.3	1.0	71.0	88.16	104.86	2.0	95.0	B	St	JIS B 1180	1994
JIS B 1180 SCREW M64x140 GRADE B STEEL HEXAGON HEAD	JIS_B_1180_M64x140_GRADE_B_STEEL_HEX_HEAD_SCREW	M64	64.0	6.0	122.0	140.0	142.0	40.5	27.65	18.0	0.3	1.0	71.0	88.16	104.86	2.0	95.0	B	St	JIS B 1180	1994
JIS B 1180 SCREW M64x150 GRADE B STEEL HEXAGON HEAD	JIS_B_1180_M64x150_GRADE_B_STEEL_HEX_HEAD_SCREW	M64	64.0	6.0	132.0	150.0	152.0	40.5	27.65	18.0	0.3	1.0	71.0	88.16	104.86	2.0	95.0	B	St	JIS B 1180	1994
JIS B 1180 SCREW M64x160 GRADE B STEEL HEXAGON HEAD	JIS_B_1180_M64x160_GRADE_B_STEEL_HEX_HEAD_SCREW	M64	64.0	6.0	142.0	160.0	162.0	40.5	27.65	18.0	0.3	1.0	71.0	88.16	104.86	2.0	95.0	B	St	JIS B 1180	1994
JIS B 1180 SCREW M64x180 GRADE B STEEL HEXAGON HEAD	JIS_B_1180_M64x180_GRADE_B_STEEL_HEX_HEAD_SCREW	M64	64.0	6.0	162.0	180.0	182.0	40.5	27.65	18.0	0.3	1.0	71.0	88.16	104.86	2.0	95.0	B	St	JIS B 1180	1994
JIS B 1180 SCREW M64x200 GRADE B STEEL HEXAGON HEAD	JIS_B_1180_M64x200_GRADE_B_STEEL_HEX_HEAD_SCREW	M64	64.0	6.0	182.0	200.0	202.3	40.5	27.65	18.0	0.3	1.0	71.0	88.16	104.86	2.0	95.0	B	St	JIS B 1180	1994
JIS B 1180 SCREW M64x220 GRADE B STEEL HEXAGON HEAD	JIS_B_1180_M64x220_GRADE_B_STEEL_HEX_HEAD_SCREW	M64	64.0	6.0	202.0	220.0	222.3	40.5	27.65	18.0	0.3	1.0	71.0	88.16	104.86	2.0	95.0	B	St	JIS B 1180	1994
JIS B 1180 SCREW M64x240 GRADE B STEEL HEXAGON HEAD	JIS_B_1180_M64x240_GRADE_B_STEEL_HEX_HEAD_SCREW	M64	64.0	6.0	222.0	240.0	242.3	40.5	27.65	18.0	0.3	1.0	71.0	88.16	104.86	2.0	95.0	B	St	JIS B 1180	1994
JIS B 1180 SCREW M64x260 GRADE B STEEL HEXAGON HEAD	JIS_B_1180_M64x260_GRADE_B_STEEL_HEX_HEAD_SCREW	M64	64.0	6.0	242.0	260.0	262.6	40.5	27.65	18.0	0.3	1.0	71.0	88.16	104.86	2.0	95.0	B	St	JIS B 1180	1994
JIS B 1180 SCREW M64x280 GRADE B STEEL HEXAGON HEAD	JIS_B_1180_M64x280_GRADE_B_STEEL_HEX_HEAD_SCREW	M64	64.0	6.0	262.0	280.0	282.6	40.5	27.65	18.0	0.3	1.0	71.0	88.16	104.86	2.0	95.0	B	St	JIS B 1180	1994
JIS B 1180 SCREW M64x300 GRADE B STEEL HEXAGON HEAD	JIS_B_1180_M64x300_GRADE_B_STEEL_HEX_HEAD_SCREW	M64	64.0	6.0	282.0	300.0	302.6	40.5	27.65	18.0	0.3	1.0	71.0	88.16	104.86	2.0	95.0	B	St	JIS B 1180	1994
JIS B 1180 SCREW M64x320 GRADE B STEEL HEXAGON HEAD	JIS_B_1180_M64x320_GRADE_B_STEEL_HEX_HEAD_SCREW	M64	64.0	6.0	302.0	320.0	322.85	40.5	27.65	18.0	0.3	1.0	71.0	88.16	104.86	2.0	95.0	B	St	JIS B 1180	1994
JIS B 1180 SCREW M64x340 GRADE B STEEL HEXAGON HEAD	JIS_B_1180_M64x340_GRADE_B_STEEL_HEX_HEAD_SCREW	M64	64.0	6.0	322.0	340.0	342.85	40.5	27.65	18.0	0.3	1.0	71.0	88.16	104.86	2.0	95.0	B	St	JIS B 1180	1994
JIS B 1180 SCREW M64x360 GRADE B STEEL HEXAGON HEAD	JIS_B_1180_M64x360_GRADE_B_STEEL_HEX_HEAD_SCREW	M64	64.0	6.0	342.0	360.0	362.85	40.5	27.65	18.0	0.3	1.0	71.0	88.16	104.86	2.0	95.0	B	St	JIS B 1180	1994
JIS B 1180 SCREW M64x380 GRADE B STEEL HEXAGON HEAD	JIS_B_1180_M64x380_GRADE_B_STEEL_HEX_HEAD_SCREW	M64	64.0	6.0	362.0	380.0	382.85	40.5	27.65	18.0	0.3	1.0	71.0	88.16	104.86	2.0	95.0	B	St	JIS B 1180	1994
JIS B 1180 SCREW M64x400 GRADE B STEEL HEXAGON HEAD	JIS_B_1180_M64x400_GRADE_B_STEEL_HEX_HEAD_SCREW	M64	64.0	6.0	382.0	400.0	402.85	40.5	27.65	18.0	0.3	1.0	71.0	88.16	104.86	2.0	95.0	B	St	JIS B 1180	1994
JIS B 1180 SCREW M64x420 GRADE B STEEL HEXAGON HEAD	JIS_B_1180_M64x420_GRADE_B_STEEL_HEX_HEAD_SCREW	M64	64.0	6.0	402.0	420.0	423.15	40.5	27.65	18.0	0.3	1.0	71.0	88.16	104.86	2.0	95.0	B	St	JIS B 1180	1994
JIS B 1180 SCREW M64x440 GRADE B STEEL HEXAGON HEAD	JIS_B_1180_M64x440_GRADE_B_STEEL_HEX_HEAD_SCREW	M64	64.0	6.0	422.0	440.0	443.15	40.5	27.65	18.0	0.3	1.0	71.0	88.16	104.86	2.0	95.0	B	St	JIS B 1180	1994
JIS B 1180 SCREW M64x460 GRADE B STEEL HEXAGON HEAD	JIS_B_1180_M64x460_GRADE_B_STEEL_HEX_HEAD_SCREW	M64	64.0	6.0	442.0	460.0	463.15	40.5	27.65	18.0	0.3	1.0	71.0	88.16	104.86	2.0	95.0	B	St	JIS B 1180	1994
JIS B 1180 SCREW M64x480 GRADE B STEEL HEXAGON HEAD	JIS_B_1180_M64x480_GRADE_B_STEEL_HEX_HEAD_SCREW	M64	64.0	6.0	462.0	480.0	483.15	40.5	27.65	18.0	0.3	1.0	71.0	88.16	104.86	2.0	95.0	B	St	JIS B 1180	1994
JIS B 1180 SCREW M64x500 GRADE B STEEL HEXAGON HEAD	JIS_B_1180_M64x500_GRADE_B_STEEL_HEX_HEAD_SCREW	M64	64.0	6.0	482.0	500.0	503.15	40.5	27.65	18.0	0.3	1.0	71.0	88.16	104.86	2.0	95.0	B	St	JIS B 1180	1994
