PartNumber	PartName	Designation	d_dia(mm)	P_pitch(mm)	Threading(mm)	l_length_nom(mm)	a_max(mm)	b_min(mm)	dk_head_dia(mm)	k_max(mm)	r_max(mm)	x_max(mm)	m_recess_ref(mm)	Recess_penetration_max(mm)	f_(mm)	slot_width(mm)	cross_recess_no	Type	Grade	Material	Reference	Edition
JIS B 1111 SCREW M6x55 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M6x55_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M6	6.0	1.0	38.0	55.0	2.0	38.0	11.3	3.3	1.5	2.5	7.1	3.85	1.4	0.79	3.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x60 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M6x60_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M6	6.0	1.0	38.0	60.0	2.0	38.0	11.3	3.3	1.5	2.5	7.1	3.85	1.4	0.79	3.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M8x10 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M8x10_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M8	8.0	1.25	2.85	10.0	2.5	38.0	15.8	4.65	2.0	3.2	9.5	5.2	2.0	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M8x12 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M8x12_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M8	8.0	1.25	4.85	12.0	2.5	38.0	15.8	4.65	2.0	3.2	9.5	5.2	2.0	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M8x14 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M8x14_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M8	8.0	1.25	6.85	14.0	2.5	38.0	15.8	4.65	2.0	3.2	9.5	5.2	2.0	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M8x16 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M8x16_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M8	8.0	1.25	8.85	16.0	2.5	38.0	15.8	4.65	2.0	3.2	9.5	5.2	2.0	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M8x20 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M8x20_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M8	8.0	1.25	12.85	20.0	2.5	38.0	15.8	4.65	2.0	3.2	9.5	5.2	2.0	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M8x25 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M8x25_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M8	8.0	1.25	17.85	25.0	2.5	38.0	15.8	4.65	2.0	3.2	9.5	5.2	2.0	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M8x30 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M8x30_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M8	8.0	1.25	22.85	30.0	2.5	38.0	15.8	4.65	2.0	3.2	9.5	5.2	2.0	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M8x35 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M8x35_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M8	8.0	1.25	27.85	35.0	2.5	38.0	15.8	4.65	2.0	3.2	9.5	5.2	2.0	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M8x40 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M8x40_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M8	8.0	1.25	32.85	40.0	2.5	38.0	15.8	4.65	2.0	3.2	9.5	5.2	2.0	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M8x45 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M8x45_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M8	8.0	1.25	37.85	45.0	2.5	38.0	15.8	4.65	2.0	3.2	9.5	5.2	2.0	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M8x50 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M8x50_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M8	8.0	1.25	38.0	50.0	2.5	38.0	15.8	4.65	2.0	3.2	9.5	5.2	2.0	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M8x55 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M8x55_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M8	8.0	1.25	38.0	55.0	2.5	38.0	15.8	4.65	2.0	3.2	9.5	5.2	2.0	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M8x60 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M8x60_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M8	8.0	1.25	38.0	60.0	2.5	38.0	15.8	4.65	2.0	3.2	9.5	5.2	2.0	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M10x12 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M10x12_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M10	10.0	1.5	4.0	12.0	3.0	38.0	18.3	5.0	2.5	3.8	10.3	6.05	2.3	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M10x14 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M10x14_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M10	10.0	1.5	6.0	14.0	3.0	38.0	18.3	5.0	2.5	3.8	10.3	6.05	2.3	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M10x16 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M10x16_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M10	10.0	1.5	8.0	16.0	3.0	38.0	18.3	5.0	2.5	3.8	10.3	6.05	2.3	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M10x20 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M10x20_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M10	10.0	1.5	12.0	20.0	3.0	38.0	18.3	5.0	2.5	3.8	10.3	6.05	2.3	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M10x25 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M10x25_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M10	10.0	1.5	17.0	25.0	3.0	38.0	18.3	5.0	2.5	3.8	10.3	6.05	2.3	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M10x30 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M10x30_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M10	10.0	1.5	22.0	30.0	3.0	38.0	18.3	5.0	2.5	3.8	10.3	6.05	2.3	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M10x35 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M10x35_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M10	10.0	1.5	27.0	35.0	3.0	38.0	18.3	5.0	2.5	3.8	10.3	6.05	2.3	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M10x40 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M10x40_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M10	10.0	1.5	32.0	40.0	3.0	38.0	18.3	5.0	2.5	3.8	10.3	6.05	2.3	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M10x45 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M10x45_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M10	10.0	1.5	37.0	45.0	3.0	38.0	18.3	5.0	2.5	3.8	10.3	6.05	2.3	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M10x50 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M10x50_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M10	10.0	1.5	38.0	50.0	3.0	38.0	18.3	5.0	2.5	3.8	10.3	6.05	2.3	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M10x55 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M10x55_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M10	10.0	1.5	38.0	55.0	3.0	38.0	18.3	5.0	2.5	3.8	10.3	6.05	2.3	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M10x60 STEEL GR A CROSS REC RAISED CSK HEAD TYPE Z	JIS_B_1111_M10x60_STEEL_GR_A_TYPE_Z_CROSS_REC_RAISED_CSK_HEAD_SCREW	M10	10.0	1.5	38.0	60.0	3.0	38.0	18.3	5.0	2.5	3.8	10.3	6.05	2.3	1.12	4.0	Z	A	St	JIS B 1111	1996
